gfx,cu_num,M,N,K,q_dtype_w,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,80,768,2624,6144,torch.float8_e4m3fnuz,ck,114,0,84.4207,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,293.33,294.61,0.0
gfx942,80,1024,2624,6144,torch.float8_e4m3fnuz,ck,114,0,107.2522,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,307.85,259.08,0.0
gfx942,80,1536,2624,6144,torch.float8_e4m3fnuz,ck,114,0,154.0032,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,321.59,218.31,0.0
gfx942,80,2048,2624,6144,torch.float8_e4m3fnuz,ck,114,0,199.896,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,330.35,197.37,0.0
gfx942,80,3072,2624,6144,torch.float8_e4m3fnuz,ck,114,0,292.2542,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,338.93,174.91,0.0
gfx942,80,4096,2624,6144,torch.float8_e4m3fnuz,ck,114,0,383.2246,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,344.63,163.83,0.0
gfx942,80,8192,2624,6144,torch.float8_e4m3fnuz,ck,114,0,760.182,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,347.47,143.97,0.0
gfx942,80,16384,2624,6144,torch.float8_e4m3fnuz,ck,114,0,1504.5302,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,351.13,134.77,0.0
gfx942,80,32768,2624,6144,torch.float8_e4m3fnuz,ck,114,0,3007.1842,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,351.35,129.49,0.0
gfx942,80,1,3072,6144,torch.float8_e4m3fnuz,cktile,143,0,10.1457,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_16x64x512_1x4x1_16x16x64_default,3.72,1861.54,0.0
gfx942,80,2,3072,6144,torch.float8_e4m3fnuz,cktile,30,0,10.0478,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_16x64x512_1x4x1_16x16x64_default,7.51,1880.9,0.0
gfx942,80,4,3072,6144,torch.float8_e4m3fnuz,cktile,144,0,10.3492,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_16x64x512_1x4x1_16x16x64_default,14.59,1828.5,0.0
gfx942,80,8,3072,6144,torch.float8_e4m3fnuz,cktile,144,0,9.8481,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_16x64x512_1x4x1_16x16x64_default,30.66,1926.53,0.0
gfx942,80,16,3072,6144,torch.float8_e4m3fnuz,ck,11,0,9.5213,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,63.43,2002.98,0.0
gfx942,80,24,3072,6144,torch.float8_e4m3fnuz,cktile,9,0,11.2198,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x512_1x4x1_16x16x64_default,80.75,1708.52,0.0
gfx942,80,32,3072,6144,torch.float8_e4m3fnuz,cktile,9,0,11.42,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x512_1x4x1_16x16x64_default,105.78,1687.18,0.0
gfx942,80,48,3072,6144,torch.float8_e4m3fnuz,ck,6,0,14.2418,a8w8_bpreshuffle_256x16x128x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_8x8x1_1x2_intrawave_v1,127.23,1366.69,0.0
gfx942,80,64,3072,6144,torch.float8_e4m3fnuz,ck,114,0,17.6556,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,136.84,1113.57,0.0
gfx942,80,96,3072,6144,torch.float8_e4m3fnuz,cktile,157,0,17.9554,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_32x64x512_1x4x1_16x16x64_default,201.83,1116.88,0.0
gfx942,80,128,3072,6144,torch.float8_e4m3fnuz,cktile,75,0,22.2418,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_48x128x256_1x4x1_16x16x64_default,217.24,919.32,0.0
gfx942,80,192,3072,6144,torch.float8_e4m3fnuz,ck,121,0,26.3443,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,275.12,806.01,0.0
gfx942,80,256,3072,6144,torch.float8_e4m3fnuz,ck,128,0,33.4036,a8w8_bpreshuffle_256x64x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,289.3,659.21,0.0
gfx942,80,384,3072,6144,torch.float8_e4m3fnuz,ck,139,0,42.9846,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,337.23,548.87,0.0
gfx942,80,512,3072,6144,torch.float8_e4m3fnuz,ck,128,0,56.4315,a8w8_bpreshuffle_256x64x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,342.49,445.95,0.0
gfx942,80,768,3072,6144,torch.float8_e4m3fnuz,ck,70,0,75.8205,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,382.36,373.4,0.0
gfx942,80,1024,3072,6144,torch.float8_e4m3fnuz,cktile,187,0,99.7756,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_64x128x256_1x4x1_16x16x64_default,387.42,315.28,0.0
gfx942,80,1536,3072,6144,torch.float8_e4m3fnuz,cktile,200,0,135.6755,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_64x192x256_1x4x1_16x16x64_default,427.36,278.23,0.0
gfx942,80,2048,3072,6144,torch.float8_e4m3fnuz,cktile,68,0,177.4532,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x256_1x4x1_16x16x64_default,435.66,248.18,0.0
gfx942,80,3072,3072,6144,torch.float8_e4m3fnuz,ck,102,0,247.3536,a8w8_bpreshuffle_256x96x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,468.82,228.92,0.0
gfx942,80,4096,3072,6144,torch.float8_e4m3fnuz,cktile,48,0,337.4216,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,458.24,205.1,0.0
gfx942,80,8192,3072,6144,torch.float8_e4m3fnuz,ck,68,0,643.8193,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,480.32,185.67,0.0
gfx942,80,16384,3072,6144,torch.float8_e4m3fnuz,ck,68,0,1284.2511,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,481.58,171.46,0.0
gfx942,80,32768,3072,6144,torch.float8_e4m3fnuz,cktile,42,0,2571.5212,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x256x128_1x4x1_16x16x64_default,481.02,163.92,0.0
gfx942,80,1,4096,2048,torch.float8_e4m3fnuz,cktile,143,0,5.8706,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_16x64x512_1x4x1_16x16x64_default,2.86,1430.66,0.0
gfx942,80,2,4096,2048,torch.float8_e4m3fnuz,cktile,30,0,5.9494,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_16x64x512_1x4x1_16x16x64_default,5.64,1413.43,0.0
gfx942,80,4,4096,2048,torch.float8_e4m3fnuz,cktile,144,0,5.8834,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_16x64x512_1x4x1_16x16x64_default,11.41,1432.77,0.0
gfx942,80,8,4096,2048,torch.float8_e4m3fnuz,cktile,144,0,5.913,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_16x64x512_1x4x1_16x16x64_default,22.7,1432.53,0.0
gfx942,80,16,4096,2048,torch.float8_e4m3fnuz,ck,11,0,5.6082,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,47.86,1524.99,0.0
gfx942,80,24,4096,2048,torch.float8_e4m3fnuz,cktile,9,0,6.594,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x512_1x4x1_16x16x64_default,61.06,1309.43,0.0
gfx942,80,32,4096,2048,torch.float8_e4m3fnuz,cktile,37,0,6.8928,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_32x64x512_1x4x1_16x16x64_default,77.89,1264.55,0.0
gfx942,80,48,4096,2048,torch.float8_e4m3fnuz,ck,113,0,8.5582,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,94.1,1037.62,0.0
gfx942,80,64,4096,2048,torch.float8_e4m3fnuz,ck,114,0,9.085,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,118.19,995.48,0.0
gfx942,80,96,4096,2048,torch.float8_e4m3fnuz,ck,116,0,11.1434,a8w8_bpreshuffle_256x96x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,144.54,841.0,0.0
gfx942,80,128,4096,2048,torch.float8_e4m3fnuz,ck,121,0,12.5639,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,170.92,772.0,0.0
gfx942,80,192,4096,2048,torch.float8_e4m3fnuz,ck,123,0,16.0047,a8w8_bpreshuffle_256x96x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,201.27,646.98,0.0
gfx942,80,256,4096,2048,torch.float8_e4m3fnuz,ck,121,0,18.8633,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,227.69,583.68,0.0
gfx942,80,384,4096,2048,torch.float8_e4m3fnuz,ck,136,0,24.0811,a8w8_bpreshuffle_256x80x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,267.53,511.64,0.0
gfx942,80,512,4096,2048,torch.float8_e4m3fnuz,ck,70,0,31.3167,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,274.29,435.28,0.0
gfx942,80,768,4096,2048,torch.float8_e4m3fnuz,ck,85,0,39.6729,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,324.78,409.67,0.0
gfx942,80,1024,4096,2048,torch.float8_e4m3fnuz,ck,85,0,54.1331,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,317.36,348.67,0.0
gfx942,80,1536,4096,2048,torch.float8_e4m3fnuz,cktile,48,0,70.0865,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,367.69,344.11,0.0
gfx942,80,2048,4096,2048,torch.float8_e4m3fnuz,cktile,48,0,94.7334,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,362.7,309.92,0.0
gfx942,80,3072,4096,2048,torch.float8_e4m3fnuz,cktile,48,0,129.4589,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,398.12,307.79,0.0
gfx942,80,4096,4096,2048,torch.float8_e4m3fnuz,cktile,48,0,167.4301,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,410.44,300.61,0.0
gfx942,80,8192,4096,2048,torch.float8_e4m3fnuz,cktile,48,0,318.7108,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,431.23,289.52,0.0
gfx942,80,16384,4096,2048,torch.float8_e4m3fnuz,cktile,48,0,618.1425,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,444.68,284.98,0.0
gfx942,80,32768,4096,2048,torch.float8_e4m3fnuz,cktile,48,0,1225.3982,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_64x256x128_1x4x1_16x16x64_default,448.63,280.67,0.0
gfx942,80,1,6144,1536,torch.float8_e4m3fnuz,cktile,2,0,6.5943,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_16x64x512_1x4x1_16x16x64_default,2.86,1433.21,0.0
gfx942,80,1,6144,2048,torch.float8_e4m3fnuz,ck,108,0,7.2339,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,3.48,1741.42,0.0
gfx942,80,2,6144,1536,torch.float8_e4m3fnuz,ck,11,0,6.887,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,5.48,1374.3,0.0
gfx942,80,2,6144,2048,torch.float8_e4m3fnuz,ck,15,0,7.1515,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,7.04,1763.49,0.0
gfx942,80,4,6144,2048,torch.float8_e4m3fnuz,ck,15,0,7.2233,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,13.94,1749.93,0.0
gfx942,80,8,6144,1536,torch.float8_e4m3fnuz,ck,15,0,6.7874,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,22.25,1406.69,0.0
gfx942,80,8,6144,2048,torch.float8_e4m3fnuz,ck,10,0,7.2185,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,27.89,1759.04,0.0
gfx942,80,16,6144,1536,torch.float8_e4m3fnuz,ck,15,0,6.8626,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,44.01,1407.39,0.0
gfx942,80,16,6144,2048,torch.float8_e4m3fnuz,ck,10,0,7.1325,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,56.45,1796.32,0.0
gfx942,80,24,6144,1536,torch.float8_e4m3fnuz,ck,112,0,7.9822,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,56.75,1223.84,0.0
gfx942,80,24,6144,2048,torch.float8_e4m3fnuz,ck,112,0,9.602,a8w8_bpreshuffle_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,62.9,1346.28,0.0
gfx942,80,32,6144,1536,torch.float8_e4m3fnuz,cktile,9,0,8.5006,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_32x64x512_1x4x1_16x16x64_default,71.05,1162.22,0.0
gfx942,80,32,6144,2048,torch.float8_e4m3fnuz,ck,11,0,9.3699,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,85.95,1391.87,0.0
gfx942,80,48,6144,1536,torch.float8_e4m3fnuz,ck,118,0,9.3954,a8w8_bpreshuffle_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,96.43,1075.07,0.0
gfx942,80,48,6144,2048,torch.float8_e4m3fnuz,ck,120,0,10.612,a8w8_bpreshuffle_256x48x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,113.83,1250.57,0.0
gfx942,80,64,6144,1536,torch.float8_e4m3fnuz,ck,126,0,10.8678,a8w8_bpreshuffle_256x32x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,111.15,949.77,0.0
gfx942,80,64,6144,2048,torch.float8_e4m3fnuz,ck,126,0,11.864,a8w8_bpreshuffle_256x32x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,135.76,1137.93,0.0
gfx942,80,96,6144,2048,torch.float8_e4m3fnuz,ck,119,0,13.4719,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,179.33,1036.17,0.0
gfx942,80,128,6144,1536,torch.float8_e4m3fnuz,ck,120,0,13.8361,a8w8_bpreshuffle_256x48x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,174.61,809.96,0.0
gfx942,80,128,6144,2048,torch.float8_e4m3fnuz,ck,120,0,15.8529,a8w8_bpreshuffle_256x48x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,203.19,909.48,0.0
gfx942,80,192,6144,2048,torch.float8_e4m3fnuz,ck,121,0,18.651,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,259.07,822.23,0.0
