gfx,cu_num,dtype,K,V,BT,H,Hg,is_varlen,use_h0,store_fs,snapshot_bf16,state_bf16,T_flat,N,total_chunks,max_seq_chunks,BV,us
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,8192,4,128,32,64,953.4
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,True,False,8192,1,128,128,64,957.3
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,True,False,16384,4,256,64,64,964.0
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,True,False,8192,2,128,64,64,964.1
gfx942,80,torch.bfloat16,128,128,64,32,8,False,True,False,False,False,16384,1,256,256,64,1008.4
gfx942,80,torch.bfloat16,128,128,64,64,16,False,True,False,False,False,8192,1,128,128,64,1016.1
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,8192,1,128,128,64,1031.8
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,8192,2,128,64,64,1044.9
gfx942,80,torch.bfloat16,128,128,64,8,2,False,True,False,True,False,32768,1,512,512,16,1142.9
gfx942,80,torch.bfloat16,128,128,64,8,2,False,True,False,False,False,32768,1,512,512,16,1220.5
gfx942,80,torch.bfloat16,128,128,64,16,4,False,True,False,True,False,32768,1,512,512,32,1415.1
gfx942,80,torch.bfloat16,128,128,64,16,4,False,True,False,False,False,32768,1,512,512,32,1498.5
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,True,False,16384,8,256,32,64,1644.1
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,True,False,32768,16,512,32,64,1654.1
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,True,False,16384,4,256,64,64,1691.6
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,True,False,32768,8,512,64,64,1719.9
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,True,False,16384,16,256,16,64,1721.7
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,True,False,32768,32,512,16,64,1740.2
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,16384,8,256,32,64,1782.3
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,16384,4,256,64,64,1828.3
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,16384,16,256,16,64,1852.9
gfx942,80,torch.bfloat16,128,128,64,64,16,False,True,False,True,False,16384,1,256,256,64,1875.1
gfx942,80,torch.bfloat16,128,128,64,32,8,False,True,False,True,False,32768,1,512,512,64,1884.7
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,True,False,16384,2,256,128,64,1887.1
gfx942,80,torch.bfloat16,128,128,64,32,8,False,True,False,False,False,32768,1,512,512,64,2011.1
gfx942,80,torch.bfloat16,128,128,64,64,16,False,True,False,False,False,16384,1,256,256,64,2023.9
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,16384,2,256,128,64,2047.1
gfx942,80,torch.bfloat16,128,128,64,8,2,False,True,False,True,False,65536,1,1024,1024,16,2272.1
gfx942,80,torch.bfloat16,128,128,64,8,2,False,True,False,False,False,65536,1,1024,1024,16,2489.9
gfx942,80,torch.bfloat16,128,128,64,16,4,False,True,False,True,False,65536,1,1024,1024,32,2849.4
gfx942,80,torch.bfloat16,128,128,64,16,4,False,True,False,False,False,65536,1,1024,1024,32,2999.7
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,True,False,32768,8,512,64,64,3189.3
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,True,False,65536,16,1024,64,64,3197.0
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,True,False,65536,32,1024,32,64,3289.6
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,True,False,32768,16,512,32,64,3300.4
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,True,False,32768,4,512,128,64,3375.8
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,32768,8,512,64,64,3446.3
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,True,False,65536,64,1024,16,64,3459.4
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,True,False,32768,32,512,16,64,3463.7
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,32768,16,512,32,64,3542.9
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,32768,4,512,128,64,3638.4
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,32768,32,512,16,64,3708.7
gfx942,80,torch.bfloat16,128,128,64,32,8,False,True,False,True,False,65536,1,1024,1024,64,3762.4
gfx942,80,torch.bfloat16,128,128,64,64,16,False,True,False,True,False,32768,1,512,512,64,3771.0
gfx942,80,torch.bfloat16,128,128,64,32,8,False,True,False,False,False,65536,1,1024,1024,64,4004.2
gfx942,80,torch.bfloat16,128,128,64,64,16,False,True,False,False,False,32768,1,512,512,64,4046.6
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,True,False,65536,8,1024,128,64,6286.6
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,True,False,65536,16,1024,64,64,6371.9
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,True,False,65536,32,1024,32,64,6560.3
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,65536,8,1024,128,64,6744.3
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,65536,16,1024,64,64,6846.2
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,True,False,65536,64,1024,16,64,6849.5
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,65536,32,1024,32,64,7014.4
gfx942,80,torch.bfloat16,128,128,64,64,16,True,True,True,False,False,65536,64,1024,16,64,7327.3
gfx942,80,torch.bfloat16,128,128,64,64,16,False,True,False,True,False,65536,1,1024,1024,64,7507.4
gfx942,80,torch.bfloat16,128,128,64,64,16,False,True,False,False,False,65536,1,1024,1024,64,8054.6
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,8192,4,128,32,64,163.6
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,8192,4,128,32,64,164.1
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,8192,8,128,16,32,164.1
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,8192,2,128,64,32,165.2
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,8192,8,128,16,32,165.7
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,8192,2,128,64,32,167.3
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,8192,2,128,64,64,230.3
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,16384,4,256,64,64,231.1
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,16384,8,256,32,64,235.4
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,8192,4,128,32,64,236.1
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,16384,4,256,64,64,238.8
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,8192,1,128,128,16,239.6
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,8192,1,128,128,16,244.4
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,16384,8,256,32,64,244.6
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,16384,16,256,16,64,247.3
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,8192,8,128,16,64,247.7
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,8192,2,128,64,64,247.7
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,8192,4,128,32,64,252.5
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,16384,16,256,16,64,256.2
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,8192,8,128,16,64,264.4
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,16384,2,256,128,32,299.6
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,16384,2,256,128,32,302.7
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,8192,1,128,128,32,305.6
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,8192,1,128,128,32,309.2
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,32768,32,512,16,64,464.8
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,16384,16,256,16,64,466.2
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,32768,4,512,128,64,467.4
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,16384,2,256,128,64,470.1
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,True,False,8192,1,128,128,64,471.2
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,16384,4,256,64,64,474.8
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,32768,8,512,64,64,478.0
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,32768,16,512,32,64,491.7
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,16384,8,256,32,64,493.5
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,32768,32,512,16,64,496.6
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,8192,8,128,16,64,498.8
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,16384,16,256,16,64,501.1
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,32768,4,512,128,64,512.2
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,16384,2,256,128,64,512.9
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,8192,1,128,128,64,516.4
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,32768,8,512,64,64,520.1
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,8192,2,128,64,64,524.6
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,16384,4,256,64,64,525.6
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,32768,16,512,32,64,529.1
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,16384,8,256,32,64,535.4
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,8192,4,128,32,64,538.0
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,65536,64,1024,16,64,863.8
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,32768,32,512,16,64,871.9
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,65536,32,1024,32,64,875.3
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,32768,16,512,32,64,886.7
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,65536,64,1024,16,64,925.6
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,16384,16,256,16,64,927.2
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,32768,32,512,16,64,934.8
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,65536,32,1024,32,64,942.6
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,65536,8,1024,128,64,947.2
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,16384,8,256,32,64,948.6
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,True,False,16384,2,256,128,64,951.0
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,32768,16,512,32,64,951.0
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,32768,4,512,128,64,955.4
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,True,False,65536,16,1024,64,64,964.6
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,32768,8,512,64,64,971.1
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,65536,8,1024,128,64,1005.4
gfx942,80,torch.bfloat16,128,128,64,8,2,True,True,True,False,False,65536,16,1024,64,64,1016.3
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,16384,2,256,128,64,1023.4
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,32768,4,512,128,64,1031.8
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,16384,4,256,64,64,1035.4
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,32768,8,512,64,64,1037.2
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,65536,32,1024,32,64,1650.3
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,65536,16,1024,64,64,1718.3
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,65536,64,1024,16,64,1728.9
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,65536,32,1024,32,64,1758.4
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,32768,16,512,32,64,1785.5
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,65536,16,1024,64,64,1827.7
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,65536,64,1024,16,64,1847.9
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,32768,8,512,64,64,1856.4
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,32768,32,512,16,64,1862.0
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,True,False,65536,8,1024,128,64,1914.1
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,True,False,32768,4,512,128,64,1914.2
gfx942,80,torch.bfloat16,128,128,64,16,4,True,True,True,False,False,65536,8,1024,128,64,2043.1
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,32768,4,512,128,64,2063.3
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,True,False,65536,8,1024,128,64,3369.0
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,65536,16,1024,64,64,3430.1
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,65536,32,1024,32,64,3520.0
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,65536,8,1024,128,64,3632.9
gfx942,80,torch.bfloat16,128,128,64,32,8,True,True,True,False,False,65536,64,1024,16,64,3683.7
