gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,416,128,7168,asm,7,8,10.1166,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,75.46,0.39597,0.0081
gfx950,256,448,128,7168,asm,5,6,10.0989,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,81.4,0.42019,0.0065
gfx950,256,480,128,7168,asm,31,8,9.5986,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,91.76,0.46684,0.0125
gfx950,256,512,128,7168,asm,7,8,10.208,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,92.04,0.46224,0.0076
gfx950,256,544,128,7168,asm,7,8,9.4877,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,105.21,0.52238,0.0042
gfx950,256,576,128,7168,asm,7,8,9.4869,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,111.41,0.54746,0.0102
gfx950,256,608,128,7168,asm,7,8,10.3885,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,107.4,0.52282,0.0071
gfx950,256,640,128,7168,asm,7,8,9.5917,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,122.44,0.59102,0.0014
gfx950,256,672,128,7168,asm,7,8,9.8577,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,125.09,0.59917,0.005
gfx950,256,704,128,7168,asm,7,8,10.3689,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,124.59,0.59254,0.0098
gfx950,256,736,128,7168,asm,7,8,10.5103,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,128.5,0.60717,0.0015
gfx950,256,768,128,7168,asm,15,8,10.7333,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,131.3,0.61669,0.002
gfx950,256,800,128,7168,asm,15,8,10.554,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,139.09,0.64968,0.0109
gfx950,256,832,128,7168,asm,7,8,9.7953,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,155.86,0.72425,0.0094
gfx950,256,864,128,7168,asm,7,8,10.7375,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,147.66,0.68283,0.0101
gfx950,256,896,128,7168,asm,7,8,10.8442,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,151.62,0.69801,0.0089
gfx950,256,928,128,7168,asm,15,8,11.0012,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,154.79,0.70965,0.0108
gfx950,256,960,128,7168,asm,7,8,10.8867,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,161.81,0.73893,0.0155
gfx950,256,992,128,7168,asm,7,8,11.0077,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,165.37,0.75239,0.0145
gfx950,256,1024,128,7168,asm,7,8,9.6737,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,194.24,0.88071,0.013
gfx950,256,1088,128,7168,asm,15,8,10.5533,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,189.18,0.85232,0.0056
gfx950,256,1152,128,7168,asm,15,8,11.1072,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,190.32,0.8526,0.0109
gfx950,256,1216,128,7168,asm,15,8,11.6079,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,192.23,0.85675,0.0121
gfx950,256,1280,128,7168,asm,31,8,10.9477,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,214.55,0.95182,0.0098
gfx950,256,1344,128,7168,asm,39,8,10.7369,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,229.7,1.01476,0.0017
gfx950,256,1408,128,7168,asm,15,8,10.2201,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,252.8,1.11256,0.009
gfx950,256,1472,128,7168,asm,14,7,11.8021,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,228.87,1.00369,0.0082
gfx950,256,1536,128,7168,asm,15,8,10.5213,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,267.89,1.17103,0.0109
gfx950,256,1600,128,7168,asm,22,7,12.0077,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,244.51,1.06564,0.0032
gfx950,256,1664,128,7168,asm,14,7,12.3669,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,246.91,1.07311,0.0067
gfx950,256,1728,128,7168,asm,31,8,12.5593,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,252.47,1.0945,0.0063
gfx950,256,1792,128,7168,asm,21,6,12.5025,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,263.01,1.13748,0.0064
gfx950,256,1856,128,7168,asm,13,6,12.1277,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,280.83,1.21181,0.0011
gfx950,256,1920,128,7168,asm,22,7,12.0941,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,291.32,1.25446,0.0058
gfx950,256,1984,128,7168,asm,29,6,12.2402,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,297.43,1.27831,0.0057
gfx950,256,2048,128,7168,asm,31,8,11.5875,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,324.32,1.39131,0.0105
gfx950,256,4096,128,7168,asm,18,3,16.9007,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,444.73,1.85355,0.0002
gfx950,256,8192,128,7168,ck,17,1,22.7549,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,660.62,2.71304,0.0
gfx950,256,16384,128,7168,asm,16,1,36.8278,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,816.36,3.32771,0.0
gfx950,256,32768,128,7168,asm,40,1,57.9434,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,1037.73,4.21424,0.0
gfx950,256,16,2112,7168,ck,7,3,17.369,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,27.89,0.88209,0.0
gfx950,256,32,2112,7168,ck,7,1,17.1099,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,56.63,0.9061,0.0
gfx950,256,48,2112,7168,ck,7,3,17.0967,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,85.01,0.91747,0.0
gfx950,256,64,2112,7168,ck,7,1,16.6867,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,116.13,0.95093,0.0
gfx950,256,80,2112,7168,ck,7,1,17.0679,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,141.92,0.94037,0.0
gfx950,256,96,2112,7168,ck,7,2,16.9001,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,171.99,0.96049,0.0
gfx950,256,112,2112,7168,ck,7,1,16.7774,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,202.12,0.97838,0.0
gfx950,256,128,2112,7168,ck,7,1,16.8979,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,229.35,0.98219,0.0
gfx950,256,144,2112,7168,ck,7,0,17.4362,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,250.05,0.96232,0.0
gfx950,256,160,2112,7168,ck,12,3,18.1582,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,266.79,0.9341,0.0
gfx950,256,176,2112,7168,ck,7,2,19.2838,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,276.34,0.88903,0.0
gfx950,256,192,2112,7168,ck,12,2,18.0709,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,321.69,0.95878,0.0
gfx950,256,208,2112,7168,ck,7,2,19.4853,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,323.21,0.89854,0.0
gfx950,256,224,2112,7168,ck,12,1,18.1425,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,373.83,0.97509,0.0
gfx950,256,240,2112,7168,ck,7,1,20.222,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,359.34,0.88383,0.0
gfx950,256,256,2112,7168,ck,12,3,19.3304,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,400.98,0.93403,0.0
gfx950,256,288,2112,7168,ck,12,0,19.761,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,441.27,0.93212,0.0
gfx950,256,320,2112,7168,ck,17,1,21.3295,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,454.25,0.88067,0.0
gfx950,256,352,2112,7168,ck,17,0,22.1299,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,481.6,0.86529,0.0
gfx950,256,384,2112,7168,ck,17,3,21.2294,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,547.67,0.91917,0.0
gfx950,256,416,2112,7168,ck,17,2,22.3197,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,564.32,0.8906,0.0
gfx950,256,448,2112,7168,ck,17,3,21.3596,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,635.05,0.9477,0.0
gfx950,256,480,2112,7168,ck,12,1,23.7782,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,611.2,0.86663,0.0
gfx950,256,512,2112,7168,ck,17,1,28.0778,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,552.11,0.74691,0.0
gfx950,256,544,2112,7168,ck,17,0,29.6478,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,555.56,0.71965,0.0
gfx950,256,576,2112,7168,ck,17,0,28.8581,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,604.33,0.75198,0.0
gfx950,256,608,2112,7168,ck,12,0,30.6611,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,600.4,0.71965,0.0
gfx950,256,640,2112,7168,ck,10,2,30.8536,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,628.05,0.72697,0.0201
gfx950,256,672,2112,7168,ck,17,0,32.1211,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,633.43,0.70963,0.0
gfx950,256,704,2112,7168,ck,17,0,31.5718,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,675.14,0.73353,0.0
gfx950,256,736,2112,7168,ck,17,1,31.4913,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,707.63,0.74698,0.0
gfx950,256,768,2112,7168,ck,17,3,31.0549,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,748.78,0.76921,0.0
gfx950,256,800,2112,7168,ck,17,3,32.8542,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,737.26,0.73818,0.0
gfx950,256,832,2112,7168,ck,17,0,32.1611,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,783.28,0.76543,0.0
gfx950,256,864,2112,7168,ck,17,0,33.1831,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,788.35,0.75284,0.0
gfx950,256,896,2112,7168,ck,17,3,32.5403,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,833.7,0.77891,0.0
gfx950,256,928,2112,7168,ck,17,1,34.0573,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,825.01,0.75492,0.0
gfx950,256,960,2112,7168,ck,17,0,33.349,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,871.59,0.78189,0.0
gfx950,256,992,2112,7168,ck,15,2,41.9166,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,716.55,0.63077,0.0175
gfx950,256,1024,2112,7168,ck,15,2,41.7085,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,743.36,0.64266,0.0022
gfx950,256,1088,2112,7168,ck,15,1,40.9809,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,803.84,0.67186,0.0036
gfx950,256,1152,2112,7168,ck,15,0,40.8235,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,854.41,0.69231,0.0036
gfx950,256,1216,2112,7168,ck,15,3,42.2342,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,871.75,0.68645,0.0044
gfx950,256,1280,2112,7168,ck,15,1,43.6734,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,887.39,0.68052,0.0042
gfx950,256,1344,2112,7168,ck,15,1,45.0358,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,903.57,0.67612,0.0055
gfx950,256,1408,2112,7168,ck,15,0,46.1981,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,922.78,0.67489,0.0058
gfx950,256,1472,2112,7168,ck,15,0,46.921,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,949.87,0.68003,0.0064
gfx950,256,1536,2112,7168,ck,17,0,55.8902,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,832.1,0.58395,0.0
gfx950,256,1600,2112,7168,ck,15,2,56.4283,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,858.51,0.5913,0.0067
gfx950,256,1664,2112,7168,ck,2,2,57.368,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,878.22,0.59432,0.0004
gfx950,256,1728,2112,7168,ck,15,1,57.7674,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,905.7,0.60283,0.0078
gfx950,256,1792,2112,7168,ck,2,1,59.3469,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,914.24,0.59908,0.0006
gfx950,256,1856,2112,7168,ck,15,3,60.2407,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,932.85,0.60229,0.0081
gfx950,256,1920,2112,7168,ck,15,1,62.5154,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,929.9,0.59204,0.008
gfx950,256,1984,2112,7168,ck,15,3,64.5853,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,930.1,0.58435,0.0082
gfx950,256,2048,2112,7168,ck,17,1,73.8185,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,840.01,0.52114,0.0
gfx950,256,4096,2112,7168,ck,15,0,122.5407,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1012.05,0.50433,0.0085
gfx950,256,8192,2112,7168,ck,15,3,223.4002,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1110.27,0.48551,0.0091
gfx950,256,16384,2112,7168,ck,15,1,411.1387,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1206.57,0.4908,0.0095
gfx950,256,32768,2112,7168,ck,17,0,804.4843,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,1233.26,0.48283,0.0
gfx950,256,16,2240,7168,ck,7,2,17.3187,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,29.67,0.93787,0.0
gfx950,256,32,2240,7168,ck,7,1,17.2052,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,59.73,0.95489,0.0
gfx950,256,48,2240,7168,ck,7,0,17.1856,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,89.69,0.96682,0.0
gfx950,256,64,2240,7168,ck,7,2,17.1082,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,120.13,0.98209,0.0
gfx950,256,80,2240,7168,ck,7,1,17.1957,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,149.4,0.98793,0.0
gfx950,256,96,2240,7168,ck,7,0,17.0763,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,180.53,1.00575,0.0
gfx950,256,112,2240,7168,ck,7,2,17.0073,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,211.47,1.02079,0.0
gfx950,256,128,2240,7168,ck,12,3,18.3162,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,224.41,0.95802,0.0
gfx950,256,144,2240,7168,ck,7,1,17.4925,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,264.35,1.01378,0.0
gfx950,256,160,2240,7168,ck,12,0,18.2215,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,281.98,0.98345,0.0
gfx950,256,176,2240,7168,ck,7,0,19.5377,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,289.28,0.92674,0.0
gfx950,256,192,2240,7168,ck,12,3,18.244,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,337.95,1.00267,0.0
gfx950,256,208,2240,7168,ck,7,1,19.7375,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,338.41,0.93624,0.0
gfx950,256,224,2240,7168,ck,12,3,18.0754,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,397.96,1.03265,0.0
gfx950,256,240,2240,7168,ck,17,1,22.0355,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,349.76,0.85552,0.0
gfx950,256,256,2240,7168,ck,17,1,21.1511,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,388.67,0.9001,0.0
gfx950,256,288,2240,7168,ck,12,0,19.8488,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,465.94,0.97794,0.0
gfx950,256,320,2240,7168,ck,17,2,21.2632,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,483.28,0.93042,0.0
gfx950,256,352,2240,7168,ck,17,1,22.208,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,508.99,0.90762,0.0
gfx950,256,384,2240,7168,ck,17,2,21.4024,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,576.16,0.9592,0.0
