cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
256,64,3072,1536,64,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,16,0,168.7625,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_pf2_silu_16x128E,0.0%,0.0,,0.0%,168.7625,1,0,0,85.89,5371.81,
256,64,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,32,0,365.1289,moe_ck2stages_gemm1_256x32x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v1_Nswizzle0_Quant4_MulRoutedWeight0_silu_F8_F8_B16,0.1%,180.9222,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v1_Nswizzle0_Quant4_MulRoutedWeight1_F8_F8_B16,15.8%,546.0511,0,0,0,26.55,6637.6,
256,128,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,16,0,158.1712,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_pf2_silu_16x128E,0.0%,0.0,,0.0%,158.1712,1,0,0,45.82,5735.24,
256,128,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,32,0,304.3742,_ZN5aiter43fmoe_bf16_blockscaleFp8_g1u1_vs_silu_32x384E,0.0%,0.0,,0.0%,304.3742,1,0,0,47.62,5956.87,
256,128,3072,1536,64,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,175.4552,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_64x384E,0.0%,0.0,,0.0%,175.4552,1,0,0,165.23,5170.26,
256,128,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,608.6398,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_64x384E,0.0%,0.0,,0.0%,608.6398,1,0,0,47.63,5956.0,
256,256,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,32,0,112.7897,moe_ck2stages_gemm1_256x32x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v1_Nswizzle0_Quant4_MulRoutedWeight0_silu_F8_F8_B16,0.1%,63.1919,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v1_Nswizzle0_Quant4_MulRoutedWeight1_F8_F8_B16,15.7%,175.9816,0,0,0,82.37,5161.5,
256,256,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,313.0128,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_64x384E,0.0%,0.0,,0.0%,313.0128,1,0,0,92.62,5796.24,
256,256,3072,1536,64,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,180.9479,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_64x384E,0.0%,0.0,,0.0%,180.9479,1,0,0,320.44,5019.84,
256,256,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,621.0211,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_64x384E,0.0%,0.0,,0.0%,621.0211,1,0,0,93.37,5839.15,
256,512,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,32,0,166.7932,_ZN5aiter45fmoe_bf16_blockscaleFp8_g1u1_novs_silu_32x384E,0.0%,0.0,,0.0%,166.7932,1,0,0,173.81,5459.98,
256,512,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,32,0,328.2534,_ZN5aiter45fmoe_bf16_blockscaleFp8_g1u1_novs_silu_32x384E,0.0%,0.0,,0.0%,328.2534,1,0,0,176.64,5534.32,
256,512,3072,1536,64,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,278.5004,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,278.5004,1,0,0,416.39,3269.97,
256,512,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,654.0845,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_64x384E,0.0%,0.0,,0.0%,654.0845,1,0,0,177.29,5547.6,
256,1024,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,196.9964,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_64x384E,0.0%,0.0,,0.0%,196.9964,1,0,0,294.33,4646.82,
256,1024,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,360.0808,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,360.0808,1,0,0,322.05,5058.24,
256,1024,3072,1536,64,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,382.6195,_ZN5aiter46fmoe_bf16_blockscaleFp8_g1u1_vs_ps_silu_64x256E,5.8%,0.0,,0.0%,382.6195,1,0,0,606.16,2392.47,
256,1024,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,671.1995000000001,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,671.1995,1,0,0,345.54,5413.17,
256,2048,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,296.9939,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,296.9939,1,0,0,390.46,3114.02,
256,2048,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,423.8464,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,423.8464,1,0,0,547.2,4319.52,
256,2048,3072,1536,64,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,615.6525,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_64x384E,0.0%,0.0,,0.0%,615.6525,1,0,0,753.44,1502.22,
256,2048,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,829.0747,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,829.0747,1,0,0,559.49,4393.76,
256,4096,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,384.0975,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,384.0975,1,0,0,603.83,2456.98,
256,4096,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,661.7133,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,661.7133,1,0,0,700.99,2795.3,
256,4096,3072,1536,64,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,1082.3871,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_64x384E,0.0%,0.0,,0.0%,1082.3871,1,0,0,857.1,871.89,
256,4096,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,1275.8455,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,1275.8455,1,0,0,727.14,2869.96,
256,8192,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,636.5262,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,636.5262,1,0,0,728.73,1541.91,
256,8192,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,1147.2506,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,1147.2506,1,0,0,808.64,1645.18,
256,8192,3072,1536,64,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,2044.5839,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_64x384E,0.0%,0.0,,0.0%,2044.5839,1,0,0,907.48,480.03,
256,8192,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,2166.3013,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,2166.3013,1,0,0,856.49,1707.69,
256,16384,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,1166.7369,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,1166.7369,1,0,0,795.13,905.92,
256,16384,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,2143.7897,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,2143.7897,1,0,0,865.49,915.64,
256,16384,3072,1536,64,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,4001.3328,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,4001.3328,1,0,0,927.4,264.15,
256,16384,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,4022.661,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_64x384E,0.0%,0.0,,0.0%,4022.661,1,0,0,922.49,938.4,
256,32768,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,2192.0105,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,2192.0105,1,0,0,846.45,551.07,
256,32768,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,4062.3516,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,4062.3516,1,0,0,913.47,520.37,
256,32768,3072,1536,64,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,8366.8033,_ZN5aiter50fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_64x384E,0.0%,0.0,,0.0%,8366.8033,1,0,0,887.04,144.38,
256,32768,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float8_e4m3fn,QuantType.per_1x128,1,0,64,0,7782.6841,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_64x384E,0.0%,0.0,,0.0%,7782.6841,1,0,0,953.62,504.44,
