M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
1,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
2,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
4,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
8,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
16,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
32,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
48,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
64,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
80,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
96,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
112,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
128,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
144,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
160,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
176,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
192,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
208,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
224,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
240,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
256,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
960,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
992,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
1024,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
1088,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
1152,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
1280,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
1344,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
1856,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
2048,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
2112,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
2176,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
2240,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
2304,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
2560,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
2624,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
2816,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
2880,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
3072,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
3200,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
3328,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
3520,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
3584,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
3648,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
3840,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
4032,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
4096,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
4224,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
4352,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
4736,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
5120,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
5248,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
5504,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
6144,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
6400,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
6528,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
6912,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
7040,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
7168,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
7296,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
7424,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
7552,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
7680,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
7808,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
7936,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
8064,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
8192,64,4096,False,torch.bfloat16,torch.bfloat16,False,False
1,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
2,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
4,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
8,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
16,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
32,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
48,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
64,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
80,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
96,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
112,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
128,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
144,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
160,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
176,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
192,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
208,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
224,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
240,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
256,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
960,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
992,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
1024,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
1088,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
1152,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
1280,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
1344,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
1856,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
2048,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
2112,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
2176,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
2240,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
2304,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
2560,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
2624,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
2816,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
2880,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
3072,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
3200,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
3328,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
3520,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
3584,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
3648,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
3840,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
4032,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
4096,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
4224,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
4352,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
4736,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
5120,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
5248,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
5504,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
6144,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
6400,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
6528,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
6912,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
7040,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
7168,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
7296,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
7424,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
7552,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
7680,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
7808,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
7936,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
8064,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
8192,256,4096,False,torch.bfloat16,torch.bfloat16,False,False
1,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
2,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
4,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
8,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
16,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
32,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
48,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
64,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
80,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
96,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
112,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
128,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
144,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
160,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
176,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
192,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
208,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
224,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
240,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
256,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
960,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
992,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
1024,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
1088,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
1152,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
1280,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
1344,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
1856,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
2048,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
2112,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
2176,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
2240,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
2304,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
2560,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
2624,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
2816,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
2880,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
3072,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
3200,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
3328,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
3520,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
3584,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
3648,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
3840,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
4032,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
4096,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
4224,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
4352,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
4736,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
5120,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
5248,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
5504,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
6144,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
6400,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
6528,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
6912,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
7040,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
7168,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
7296,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
7424,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
7552,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
7680,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
7808,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
7936,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
8064,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
8192,512,4096,False,torch.bfloat16,torch.bfloat16,False,False
1,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
2,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
4,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
8,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
16,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
32,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
48,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
64,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
80,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
96,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
112,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
128,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
144,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
160,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
176,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
192,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
208,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
224,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
240,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
256,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
960,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
992,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
1024,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
1088,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
1152,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
1280,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
1344,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
1856,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
2048,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
2112,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
2176,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
2240,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
2304,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
2560,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
2624,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
2816,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
2880,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
3072,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
3200,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
3328,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
3520,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
3584,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
3648,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
3840,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
4032,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
4096,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
4224,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
4352,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
4736,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
5120,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
5248,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
5504,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
6144,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
6400,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
6528,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
6912,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
7040,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
7168,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
7296,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
7424,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
7552,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
7680,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
7808,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
7936,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
8064,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
8192,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False
1,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
4,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
8,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
16,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
32,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
48,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
64,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
80,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
96,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
112,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
128,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
144,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
160,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
176,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
192,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
208,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
224,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
240,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
256,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
960,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
992,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1024,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1088,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1152,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1280,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1344,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
1856,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2048,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2112,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2176,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2240,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2304,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2560,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2624,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2816,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
2880,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3072,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3200,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3328,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3520,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3584,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3648,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3840,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
4032,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
4096,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
4224,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
4352,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
4736,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
5120,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
5248,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
5504,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
6144,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
6400,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
6528,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
6912,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7040,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7168,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7296,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7424,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7552,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7680,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7808,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7936,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
8064,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
8192,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
