arch,dtype,state_dtype,b,sq,num_k_heads,num_v_heads,head_k_dim,head_v_dim,NUM_BLOCKS_PER_V_DIM,NUM_WARPS,WARP_THREADS_K,duration
gfx942,torch.bfloat16,torch.bfloat16,48,1,4,8,128,128,1,4,8,27.960000000000036
gfx942,torch.bfloat16,torch.bfloat16,49,1,4,8,128,128,1,4,8,28.19900000000007
gfx942,torch.bfloat16,torch.bfloat16,50,1,4,8,128,128,1,4,8,28.139000000000124
gfx942,torch.bfloat16,torch.bfloat16,51,1,4,8,128,128,1,4,8,29.878999999999905
gfx942,torch.bfloat16,torch.bfloat16,52,1,4,8,128,128,1,4,8,30.38000000000011
gfx942,torch.bfloat16,torch.bfloat16,53,1,4,8,128,128,1,4,8,30.481000000000677
gfx942,torch.bfloat16,torch.bfloat16,54,1,4,8,128,128,1,4,8,30.739000000000033
gfx942,torch.bfloat16,torch.bfloat16,55,1,4,8,128,128,1,4,8,31.19899999999916
gfx942,torch.bfloat16,torch.bfloat16,56,1,4,8,128,128,1,4,8,31.398999999999887
gfx942,torch.bfloat16,torch.bfloat16,57,1,4,8,128,128,1,4,8,31.718999999999596
gfx942,torch.bfloat16,torch.bfloat16,58,1,4,8,128,128,1,4,8,31.458999999999833
gfx942,torch.bfloat16,torch.bfloat16,59,1,4,8,128,128,1,4,8,32.218999999999596
gfx942,torch.bfloat16,torch.bfloat16,60,1,4,8,128,128,1,4,8,31.998999999999796
gfx942,torch.bfloat16,torch.bfloat16,61,1,4,8,128,128,1,4,8,34.560999999999694
gfx942,torch.bfloat16,torch.bfloat16,62,1,4,8,128,128,1,4,8,35.039000000000215
gfx942,torch.bfloat16,torch.bfloat16,63,1,4,8,128,128,1,4,8,34.998999999999796
gfx942,torch.bfloat16,torch.bfloat16,64,1,4,8,128,128,1,4,8,35.57900000000018
gfx942,torch.bfloat16,torch.bfloat16,65,1,4,8,128,128,1,4,8,35.19900000000007
gfx942,torch.bfloat16,torch.bfloat16,66,1,4,8,128,128,1,4,8,35.24000000000024
gfx942,torch.bfloat16,torch.bfloat16,67,1,4,8,128,128,1,4,8,35.3390000000004
gfx942,torch.bfloat16,torch.bfloat16,68,1,4,8,128,128,1,4,8,35.35900000000038
gfx942,torch.bfloat16,torch.bfloat16,69,1,4,8,128,128,1,4,8,35.64000000000033
gfx942,torch.bfloat16,torch.bfloat16,70,1,4,8,128,128,1,4,8,35.88000000000011
gfx942,torch.bfloat16,torch.bfloat16,71,1,4,8,128,128,1,4,8,37.93899999999985
gfx942,torch.bfloat16,torch.bfloat16,72,1,4,8,128,128,1,4,8,37.998999999999796
gfx942,torch.bfloat16,torch.bfloat16,73,1,4,8,128,128,1,4,8,38.55900000000065
gfx942,torch.bfloat16,torch.bfloat16,74,1,4,8,128,128,1,4,8,38.31899999999905
gfx942,torch.bfloat16,torch.bfloat16,75,1,4,8,128,128,1,4,8,38.279000000000906
gfx942,torch.bfloat16,torch.bfloat16,76,1,4,8,128,128,1,4,8,38.47900000000027
gfx942,torch.bfloat16,torch.bfloat16,77,1,4,8,128,128,1,4,8,38.27900000000045
gfx942,torch.bfloat16,torch.bfloat16,78,1,4,8,128,128,1,4,8,37.95999999999958
gfx942,torch.bfloat16,torch.bfloat16,79,1,4,8,128,128,1,4,8,38.39900000000034
gfx942,torch.bfloat16,torch.bfloat16,80,1,4,8,128,128,1,4,8,38.33899999999949
gfx942,torch.bfloat16,torch.bfloat16,81,1,4,8,128,128,1,4,8,40.79899999999998
gfx942,torch.bfloat16,torch.bfloat16,82,1,4,8,128,128,1,4,8,41.039000000000215
gfx942,torch.bfloat16,torch.bfloat16,83,1,4,8,128,128,1,4,8,40.89899999999989
gfx942,torch.bfloat16,torch.bfloat16,84,1,4,8,128,128,1,4,8,40.878999999999905
gfx942,torch.bfloat16,torch.bfloat16,85,1,4,8,128,128,1,4,8,41.5590000000002
gfx942,torch.bfloat16,torch.bfloat16,86,1,4,8,128,128,1,4,8,41.67900000000009
gfx942,torch.bfloat16,torch.bfloat16,87,1,4,8,128,128,1,4,8,41.778999999999996
gfx942,torch.bfloat16,torch.bfloat16,88,1,4,8,128,128,1,4,8,41.81999999999971
gfx942,torch.bfloat16,torch.bfloat16,89,1,4,8,128,128,1,4,8,41.878999999999905
gfx942,torch.bfloat16,torch.bfloat16,90,1,4,8,128,128,1,4,8,41.778999999999996
gfx942,torch.bfloat16,torch.bfloat16,91,1,4,8,128,128,1,4,8,43.57900000000018
gfx942,torch.bfloat16,torch.bfloat16,92,1,4,8,128,128,1,4,8,44.378999999999905
gfx942,torch.bfloat16,torch.bfloat16,93,1,4,8,128,128,1,4,8,43.66000000000031
gfx942,torch.bfloat16,torch.bfloat16,94,1,4,8,128,128,1,4,8,43.85900000000038
gfx942,torch.bfloat16,torch.bfloat16,95,1,4,8,128,128,1,4,8,43.39900000000034
gfx942,torch.bfloat16,torch.bfloat16,96,1,4,8,128,128,1,4,8,44.139000000000124
gfx942,torch.bfloat16,torch.bfloat16,97,1,4,8,128,128,1,4,8,44.09999999999991
gfx942,torch.bfloat16,torch.bfloat16,98,1,4,8,128,128,1,4,8,43.998999999999796
gfx942,torch.bfloat16,torch.bfloat16,99,1,4,8,128,128,1,4,8,44.14000000000033
gfx942,torch.bfloat16,torch.bfloat16,100,1,4,8,128,128,1,4,8,44.63900000000058
gfx942,torch.bfloat16,torch.bfloat16,101,1,4,8,128,128,1,4,8,47.20000000000027
gfx942,torch.bfloat16,torch.bfloat16,102,1,4,8,128,128,1,4,8,47.92000000000007
gfx942,torch.bfloat16,torch.bfloat16,103,1,4,8,128,128,1,4,8,48.1190000000006
gfx942,torch.bfloat16,torch.bfloat16,104,1,4,8,128,128,1,4,8,46.77900000000045
gfx942,torch.bfloat16,torch.bfloat16,105,1,4,8,128,128,1,4,8,47.259000000000015
gfx942,torch.bfloat16,torch.bfloat16,106,1,4,8,128,128,1,4,8,47.17899999999963
gfx942,torch.bfloat16,torch.bfloat16,107,1,4,8,128,128,1,4,8,47.27900000000045
gfx942,torch.bfloat16,torch.bfloat16,108,1,4,8,128,128,1,4,8,47.68100000000004
gfx942,torch.bfloat16,torch.bfloat16,109,1,4,8,128,128,1,4,8,47.19900000000007
gfx942,torch.bfloat16,torch.bfloat16,110,1,4,8,128,128,1,4,8,47.29900000000089
gfx942,torch.bfloat16,torch.bfloat16,111,1,4,8,128,128,1,4,8,49.14000000000033
gfx942,torch.bfloat16,torch.bfloat16,112,1,4,8,128,128,1,4,8,49.61999999999989
gfx942,torch.bfloat16,torch.bfloat16,113,1,4,8,128,128,1,4,8,49.639000000000124
gfx942,torch.bfloat16,torch.bfloat16,114,1,4,8,128,128,1,4,8,49.23999999999978
gfx942,torch.bfloat16,torch.bfloat16,115,1,4,8,128,128,1,4,8,49.37900000000036
gfx942,torch.bfloat16,torch.bfloat16,116,1,4,8,128,128,1,4,8,49.939000000000306
gfx942,torch.bfloat16,torch.bfloat16,117,1,4,8,128,128,1,4,8,50.01900000000069
gfx942,torch.bfloat16,torch.bfloat16,118,1,4,8,128,128,1,4,8,51.17899999999963
gfx942,torch.bfloat16,torch.bfloat16,119,1,4,8,128,128,1,4,8,50.120000000000346
gfx942,torch.bfloat16,torch.bfloat16,120,1,4,8,128,128,1,4,8,50.41899999999987
gfx942,torch.bfloat16,torch.bfloat16,121,1,4,8,128,128,1,4,8,52.01999999999998
gfx942,torch.bfloat16,torch.bfloat16,122,1,4,8,128,128,1,4,8,52.71900000000005
gfx942,torch.bfloat16,torch.bfloat16,123,1,4,8,128,128,1,4,8,52.099000000000615
gfx942,torch.bfloat16,torch.bfloat16,124,1,4,8,128,128,1,4,8,53.218999999999596
gfx942,torch.bfloat16,torch.bfloat16,125,1,4,8,128,128,1,4,8,52.35899999999947
gfx942,torch.bfloat16,torch.bfloat16,126,1,4,8,128,128,1,4,8,52.92100000000028
gfx942,torch.bfloat16,torch.bfloat16,127,1,4,8,128,128,1,4,8,52.38000000000011
gfx942,torch.bfloat16,torch.bfloat16,128,1,4,8,128,128,1,4,8,53.07899999999972
gfx942,torch.bfloat16,torch.bfloat16,1,1,8,16,128,128,4,4,8,6.318999999999505
gfx942,torch.bfloat16,torch.bfloat16,2,1,8,16,128,128,4,4,16,7.959000000000742
gfx942,torch.bfloat16,torch.bfloat16,3,1,8,16,128,128,8,1,8,10.239000000000487
gfx942,torch.bfloat16,torch.bfloat16,4,1,8,16,128,128,8,1,16,11.639000000000124
gfx942,torch.bfloat16,torch.bfloat16,5,1,8,16,128,128,1,4,4,12.319000000000415
gfx942,torch.bfloat16,torch.bfloat16,6,1,8,16,128,128,8,1,8,13.719000000000051
gfx942,torch.bfloat16,torch.bfloat16,7,1,8,16,128,128,1,4,8,14.53899999999976
gfx942,torch.bfloat16,torch.bfloat16,8,1,8,16,128,128,1,4,8,14.918999999999869
gfx942,torch.bfloat16,torch.bfloat16,9,1,8,16,128,128,1,4,8,15.279000000000451
gfx942,torch.bfloat16,torch.bfloat16,10,1,8,16,128,128,1,4,8,15.939000000000306
gfx942,torch.bfloat16,torch.bfloat16,11,1,8,16,128,128,1,4,4,18.378999999999905
gfx942,torch.bfloat16,torch.bfloat16,12,1,8,16,128,128,1,4,4,18.998999999999796
gfx942,torch.bfloat16,torch.bfloat16,13,1,8,16,128,128,1,4,8,19.139000000001943
gfx942,torch.bfloat16,torch.bfloat16,14,1,8,16,128,128,1,4,8,19.619000000000597
gfx942,torch.bfloat16,torch.bfloat16,15,1,8,16,128,128,1,4,8,20.199000000001433
gfx942,torch.bfloat16,torch.bfloat16,16,1,8,16,128,128,1,4,8,22.179000000000087
gfx942,torch.bfloat16,torch.bfloat16,17,1,8,16,128,128,1,4,8,22.399000000000342
gfx942,torch.bfloat16,torch.bfloat16,18,1,8,16,128,128,1,4,8,22.558999999999287
gfx942,torch.bfloat16,torch.bfloat16,19,1,8,16,128,128,1,4,8,22.820000000001528
gfx942,torch.bfloat16,torch.bfloat16,20,1,8,16,128,128,1,4,8,23.819000000000415
gfx942,torch.bfloat16,torch.bfloat16,21,1,8,16,128,128,1,4,8,27.27899999999954
gfx942,torch.bfloat16,torch.bfloat16,22,1,8,16,128,128,1,4,8,27.498999999999796
gfx942,torch.bfloat16,torch.bfloat16,23,1,8,16,128,128,1,4,8,27.618999999998778
gfx942,torch.bfloat16,torch.bfloat16,24,1,8,16,128,128,1,4,8,28.278999999998632
gfx942,torch.bfloat16,torch.bfloat16,25,1,8,16,128,128,1,4,8,28.41900000000078
gfx942,torch.bfloat16,torch.bfloat16,26,1,8,16,128,128,1,4,8,30.639000000001033
gfx942,torch.bfloat16,torch.bfloat16,27,1,8,16,128,128,1,4,8,31.139999999999418
gfx942,torch.bfloat16,torch.bfloat16,28,1,8,16,128,128,1,4,8,31.859000000001288
gfx942,torch.bfloat16,torch.bfloat16,29,1,8,16,128,128,1,4,8,31.85900000000038
gfx942,torch.bfloat16,torch.bfloat16,30,1,8,16,128,128,1,4,8,32.54100000000017
gfx942,torch.bfloat16,torch.bfloat16,31,1,8,16,128,128,1,4,8,35.45999999999913
gfx942,torch.bfloat16,torch.bfloat16,32,1,8,16,128,128,1,4,8,35.33899999999994
gfx942,torch.bfloat16,torch.bfloat16,33,1,8,16,128,128,1,4,8,35.878999999999905
gfx942,torch.bfloat16,torch.bfloat16,34,1,8,16,128,128,1,4,8,35.878999999998996
gfx942,torch.bfloat16,torch.bfloat16,35,1,8,16,128,128,1,4,8,36.30000000000018
gfx942,torch.bfloat16,torch.bfloat16,36,1,8,16,128,128,1,4,8,38.67900000000009
gfx942,torch.bfloat16,torch.bfloat16,37,1,8,16,128,128,1,4,8,38.6800000000012
gfx942,torch.bfloat16,torch.bfloat16,38,1,8,16,128,128,1,4,8,38.59900000000107
gfx942,torch.bfloat16,torch.bfloat16,39,1,8,16,128,128,1,4,8,38.42000000000007
gfx942,torch.bfloat16,torch.bfloat16,40,1,8,16,128,128,1,4,8,39.258999999999105
gfx942,torch.bfloat16,torch.bfloat16,41,1,8,16,128,128,1,4,8,41.01900000000114
gfx942,torch.bfloat16,torch.bfloat16,42,1,8,16,128,128,1,4,8,41.55899999999929
gfx942,torch.bfloat16,torch.bfloat16,43,1,8,16,128,128,1,4,8,41.97899999999936
gfx942,torch.bfloat16,torch.bfloat16,44,1,8,16,128,128,1,4,8,42.0590000000002
gfx942,torch.bfloat16,torch.bfloat16,45,1,8,16,128,128,1,4,8,41.85900000000038
gfx942,torch.bfloat16,torch.bfloat16,46,1,8,16,128,128,1,4,8,45.07900000000063
gfx942,torch.bfloat16,torch.bfloat16,47,1,8,16,128,128,1,4,8,43.53899999999976
gfx942,torch.bfloat16,torch.bfloat16,48,1,8,16,128,128,1,4,8,44.28099999999995
gfx942,torch.bfloat16,torch.bfloat16,49,1,8,16,128,128,1,4,8,44.499000000001615
gfx942,torch.bfloat16,torch.bfloat16,50,1,8,16,128,128,1,4,8,45.27900000000045
gfx942,torch.bfloat16,torch.bfloat16,51,1,8,16,128,128,1,4,8,48.078999999998814
gfx942,torch.bfloat16,torch.bfloat16,52,1,8,16,128,128,1,4,8,47.2599999999984
gfx942,torch.bfloat16,torch.bfloat16,53,1,8,16,128,128,1,4,8,47.318999999999505
gfx942,torch.bfloat16,torch.bfloat16,54,1,8,16,128,128,1,4,8,47.91900000000078
gfx942,torch.bfloat16,torch.bfloat16,55,1,8,16,128,128,1,4,8,47.57899999999972
gfx942,torch.bfloat16,torch.bfloat16,56,1,8,16,128,128,1,4,8,49.89899999999943
gfx942,torch.bfloat16,torch.bfloat16,57,1,8,16,128,128,1,4,8,49.74000000000069
gfx942,torch.bfloat16,torch.bfloat16,58,1,8,16,128,128,1,4,8,49.97900000000027
gfx942,torch.bfloat16,torch.bfloat16,59,1,8,16,128,128,1,4,8,51.31999999999971
gfx942,torch.bfloat16,torch.bfloat16,60,1,8,16,128,128,1,4,8,50.59899999999925
gfx942,torch.bfloat16,torch.bfloat16,61,1,8,16,128,128,1,4,8,52.79899999999907
gfx942,torch.bfloat16,torch.bfloat16,62,1,8,16,128,128,1,4,8,52.69999999999891
gfx942,torch.bfloat16,torch.bfloat16,63,1,8,16,128,128,1,4,8,52.59900000000016
gfx942,torch.bfloat16,torch.bfloat16,64,1,8,16,128,128,1,4,8,53.33899999999994
gfx942,torch.bfloat16,torch.bfloat16,65,1,8,16,128,128,1,4,8,53.20000000000073
gfx942,torch.bfloat16,torch.bfloat16,66,1,8,16,128,128,1,4,8,55.439000000000306
gfx942,torch.bfloat16,torch.bfloat16,67,1,8,16,128,128,1,4,8,56.15899999999965
gfx942,torch.bfloat16,torch.bfloat16,68,1,8,16,128,128,1,4,8,55.89900000000034
gfx942,torch.bfloat16,torch.bfloat16,69,1,8,16,128,128,1,4,8,55.47900000000118
gfx942,torch.bfloat16,torch.bfloat16,70,1,8,16,128,128,1,4,8,56.54099999999926
gfx942,torch.bfloat16,torch.bfloat16,71,1,8,16,128,128,1,4,8,58.220000000001164
gfx942,torch.bfloat16,torch.bfloat16,72,1,8,16,128,128,1,4,8,58.55899999999838
gfx942,torch.bfloat16,torch.bfloat16,73,1,8,16,128,128,1,4,8,57.91900000000078
gfx942,torch.bfloat16,torch.bfloat16,74,1,8,16,128,128,1,4,8,58.499000000001615
gfx942,torch.bfloat16,torch.bfloat16,75,1,8,16,128,128,1,4,8,59.76000000000204
gfx942,torch.bfloat16,torch.bfloat16,76,1,8,16,128,128,1,4,8,60.65899999999965
gfx942,torch.bfloat16,torch.bfloat16,77,1,8,16,128,128,1,4,8,61.2400000000016
gfx942,torch.bfloat16,torch.bfloat16,78,1,8,16,128,128,1,4,8,61.15899999999783
gfx942,torch.bfloat16,torch.bfloat16,79,1,8,16,128,128,1,4,8,61.23899999999958
gfx942,torch.bfloat16,torch.bfloat16,80,1,8,16,128,128,1,4,8,62.10099999999966
gfx942,torch.bfloat16,torch.bfloat16,81,1,8,16,128,128,1,4,8,63.780000000000655
gfx942,torch.bfloat16,torch.bfloat16,82,1,8,16,128,128,1,4,8,63.41899999999987
gfx942,torch.bfloat16,torch.bfloat16,83,1,8,16,128,128,1,4,8,65.1190000000015
gfx942,torch.bfloat16,torch.bfloat16,84,1,8,16,128,128,1,4,8,64.21900000000005
gfx942,torch.bfloat16,torch.bfloat16,85,1,8,16,128,128,1,4,8,64.30000000000109
gfx942,torch.bfloat16,torch.bfloat16,86,1,8,16,128,128,1,4,8,66.45900000000165
gfx942,torch.bfloat16,torch.bfloat16,87,1,8,16,128,128,1,4,8,66.7400000000016
gfx942,torch.bfloat16,torch.bfloat16,88,1,8,16,128,128,1,4,8,66.86000000000058
gfx942,torch.bfloat16,torch.bfloat16,89,1,8,16,128,128,1,4,8,66.8189999999995
gfx942,torch.bfloat16,torch.bfloat16,90,1,8,16,128,128,1,4,8,66.95900000000256
gfx942,torch.bfloat16,torch.bfloat16,91,1,8,16,128,128,1,4,8,69.91900000000078
gfx942,torch.bfloat16,torch.bfloat16,92,1,8,16,128,128,1,4,8,69.31999999999971
gfx942,torch.bfloat16,torch.bfloat16,93,1,8,16,128,128,1,4,8,69.39900000000125
gfx942,torch.bfloat16,torch.bfloat16,94,1,8,16,128,128,1,4,8,69.97900000000027
gfx942,torch.bfloat16,torch.bfloat16,95,1,8,16,128,128,1,4,8,69.57899999999972
gfx942,torch.bfloat16,torch.bfloat16,96,1,8,16,128,128,1,4,8,71.77899999999954
gfx942,torch.bfloat16,torch.bfloat16,97,1,8,16,128,128,1,4,8,71.47899999999754
gfx942,torch.bfloat16,torch.bfloat16,98,1,8,16,128,128,1,4,8,72.13900000000012
gfx942,torch.bfloat16,torch.bfloat16,99,1,8,16,128,128,1,4,8,73.41899999999987
gfx942,torch.bfloat16,torch.bfloat16,100,1,8,16,128,128,1,4,8,73.03999999999905
gfx942,torch.bfloat16,torch.bfloat16,101,1,8,16,128,128,1,4,8,74.17900000000009
gfx942,torch.bfloat16,torch.bfloat16,102,1,8,16,128,128,1,4,8,75.04000000000087
gfx942,torch.bfloat16,torch.bfloat16,103,1,8,16,128,128,1,4,8,74.79899999999907
gfx942,torch.bfloat16,torch.bfloat16,104,1,8,16,128,128,1,4,8,75.50000000000182
gfx942,torch.bfloat16,torch.bfloat16,105,1,8,16,128,128,1,4,8,74.99999999999818
gfx942,torch.bfloat16,torch.bfloat16,106,1,8,16,128,128,1,4,8,76.56000000000131
gfx942,torch.bfloat16,torch.bfloat16,107,1,8,16,128,128,1,4,8,78.57999999999993
gfx942,torch.bfloat16,torch.bfloat16,108,1,8,16,128,128,1,4,8,77.99899999999889
gfx942,torch.bfloat16,torch.bfloat16,109,1,8,16,128,128,1,4,8,78.2390000000014
gfx942,torch.bfloat16,torch.bfloat16,110,1,8,16,128,128,1,4,8,78.29900000000089
gfx942,torch.bfloat16,torch.bfloat16,111,1,8,16,128,128,1,4,8,80.35899999999947
gfx942,torch.bfloat16,torch.bfloat16,112,1,8,16,128,128,1,4,8,80.13999999999942
gfx942,torch.bfloat16,torch.bfloat16,113,1,8,16,128,128,1,4,8,80.0789999999979
gfx942,torch.bfloat16,torch.bfloat16,114,1,8,16,128,128,1,4,8,80.89899999999943
gfx942,torch.bfloat16,torch.bfloat16,115,1,8,16,128,128,1,4,8,82.29999999999927
gfx942,torch.bfloat16,torch.bfloat16,116,1,8,16,128,128,1,4,8,82.87900000000081
gfx942,torch.bfloat16,torch.bfloat16,117,1,8,16,128,128,1,4,8,82.5590000000002
gfx942,torch.bfloat16,torch.bfloat16,118,1,8,16,128,128,1,4,8,83.63899999999921
gfx942,torch.bfloat16,torch.bfloat16,119,1,8,16,128,128,1,4,8,83.39899999999943
gfx942,torch.bfloat16,torch.bfloat16,120,1,8,16,128,128,1,4,8,83.9389999999994
gfx942,torch.bfloat16,torch.bfloat16,121,1,8,16,128,128,1,4,8,85.17900000000009
gfx942,torch.bfloat16,torch.bfloat16,122,1,8,16,128,128,1,4,8,85.91899999999987
gfx942,torch.bfloat16,torch.bfloat16,123,1,8,16,128,128,1,4,8,86.79900000000089
gfx942,torch.bfloat16,torch.bfloat16,124,1,8,16,128,128,1,4,8,86.22000000000207
gfx942,torch.bfloat16,torch.bfloat16,125,1,8,16,128,128,1,4,8,86.78000000000065
gfx942,torch.bfloat16,torch.bfloat16,126,1,8,16,128,128,1,4,8,88.09899999999925
gfx942,torch.bfloat16,torch.bfloat16,127,1,8,16,128,128,1,4,8,88.51900000000114
gfx942,torch.bfloat16,torch.bfloat16,128,1,8,16,128,128,2,2,8,89.33899999999812
gfx942,torch.bfloat16,torch.bfloat16,1,1,16,32,128,128,4,2,4,8.359000000002197
gfx942,torch.bfloat16,torch.bfloat16,2,1,16,32,128,128,8,1,16,11.97899999999754
gfx942,torch.bfloat16,torch.bfloat16,3,1,16,32,128,128,1,4,8,14.698999999998705
gfx942,torch.bfloat16,torch.bfloat16,4,1,16,32,128,128,1,4,8,15.459000000002561
gfx942,torch.bfloat16,torch.bfloat16,5,1,16,32,128,128,1,4,4,16.118999999998778
gfx942,torch.bfloat16,torch.bfloat16,6,1,16,32,128,128,1,4,8,19.179000000001906
gfx942,torch.bfloat16,torch.bfloat16,7,1,16,32,128,128,1,4,4,19.959000000000742
gfx942,torch.bfloat16,torch.bfloat16,8,1,16,32,128,128,1,4,8,22.318999999997686
gfx942,torch.bfloat16,torch.bfloat16,9,1,16,32,128,128,1,4,8,22.840000000000146
gfx942,torch.bfloat16,torch.bfloat16,10,1,16,32,128,128,1,4,8,24.27900000000045
gfx942,torch.bfloat16,torch.bfloat16,11,1,16,32,128,128,1,4,8,28.01900000000387
gfx942,torch.bfloat16,torch.bfloat16,12,1,16,32,128,128,1,4,8,28.338999999999942
gfx942,torch.bfloat16,torch.bfloat16,13,1,16,32,128,128,1,4,8,30.959000000000742
gfx942,torch.bfloat16,torch.bfloat16,14,1,16,32,128,128,1,4,8,31.818999999999505
gfx942,torch.bfloat16,torch.bfloat16,15,1,16,32,128,128,1,4,8,32.41900000000169
gfx942,torch.bfloat16,torch.bfloat16,16,1,16,32,128,128,1,4,8,36.080000000001746
gfx942,torch.bfloat16,torch.bfloat16,17,1,16,32,128,128,1,4,8,36.27900000000227
gfx942,torch.bfloat16,torch.bfloat16,18,1,16,32,128,128,1,4,8,38.619000000002416
gfx942,torch.bfloat16,torch.bfloat16,19,1,16,32,128,128,1,4,8,39.02000000000044
gfx942,torch.bfloat16,torch.bfloat16,20,1,16,32,128,128,1,4,8,39.33899999999994
gfx942,torch.bfloat16,torch.bfloat16,21,1,16,32,128,128,1,4,8,41.67900000000009
gfx942,torch.bfloat16,torch.bfloat16,22,1,16,32,128,128,1,4,8,42.31899999999587
gfx942,torch.bfloat16,torch.bfloat16,23,1,16,32,128,128,1,4,8,44.79999999999745
gfx942,torch.bfloat16,torch.bfloat16,24,1,16,32,128,128,1,4,8,44.65899999999783
gfx942,torch.bfloat16,torch.bfloat16,25,1,16,32,128,128,1,4,8,45.638999999999214
gfx942,torch.bfloat16,torch.bfloat16,26,1,16,32,128,128,1,4,8,48.199000000000524
